img_path,question,h,r,t,answer,fold
./data/image/130400320220810112718.jpg,주사기는 어떤 기기야?,Syringe,subject,medical_device,Medical device,1.0
./data/image/141200220220711102641.jpg,이미지 속 진정쌍떡잎식물은 무엇에 속할까?,Asteraceae,subject,Asteraceae,chrysanthemum,1.0
./data/image/133700220220722180456.jpg,이미지 속 잉글랜드의 발명품은 무엇이니?,Incandescent light bulb,subject,England's invention,light bulb,1.0
./data/image/122203320220803131033.jpg,척삭동물에 포함되는 홍학의 상목은 뭐야?,Flamingo,phylum,Chordate,charadriiformes,1.0
./data/image/134401520220725152657.jpg,오리고기는 어느 나라의 요리야?,Duck as food,subject,Chinese cuisine,china,1.0
./data/image/180800320220907132655.jpg,이미지 내 런던의 관광지는 뭘까?,Big Ben,subject,London's attractions,Big Ben,1.0
./data/image/112900220220801180316.jpg,이미지 내 금융과 관련된 임베디드 시스템은 뭘까?,Automated teller machine,subject,Finance,atm,1.0
./data/image/115201020220906163613.jpg,이미지 속 휘감는데 쓰는 것은 뭐지?,reel,IsA,winder,reel,1.0
./data/image/134202020220726110842.jpg,이미지 내의 종이 제품은 어느 나라 언어의 낱말이니?,Piñata,subject,paper_product,spain,1.0
./data/image/110101920220728175615.jpg,이미지 속 타악기에 포함되는 것은 뭐가 있지?,Gong,subject,Percussion instrument,ball,1.0
./data/image/120210420220907160235.jpg,이미지 속 동물의 목은 뭐야?,American black bear,order,Carnivora,Carnivora,1.0
./data/image/150100220220628173409.jpg,이미지 안 캐나다에서 발명한 농구는 몇 년도에 올림픽 정식 종목으로 채택되었을까?,Basketball,subject,canadian invention,1936,1.0
./data/image/130302920220715144228.jpg,이미지 속 야영 장비의 이름은 뭐야?,Backpack,subject,camping_equipment,a backpack,1.0
./data/image/141404120220726175922.jpg,원예 식물에 속하는 해당화의 미분류문은 뭘까?,Rosa rugosa,subject,Gardening_Plants,ia genus,1.0
./data/image/141800420220728160916.jpg,이미지 내 진정쌍떡잎식물의 미분류목은 무엇이지?,Rapeseed,unclassified_class,Eudicots,Rosids,1.0
./data/image/120802920221014172052.jpg,이미지에서 극기상목에 해당하는 동물을 뭐라고 불러?,Pleuronectidae,kingdom,Animal,flounder,1.0
./data/image/115200720220801154225.jpg,재봉틀은 어떤 나라의 발명품일까?,Sewing machine,subject,England's invention,england,1.0
./data/image/132501320220722111327.jpg,바닥재는 무엇에 사용하는 재료일까?,Flooring,subject,Building material,Architecture,1.0
./data/image/140601020220711151450.jpg,이미지의 약용식물은 어떤 미분류목에 해당해?,thistle,subject,Medicinal plants,Asterids,1.0
./data/image/152000320220713135803.jpg,이미지 속 올림픽 경기 종목은 뭘까?,Modern competitive archery,subject,Olympic sports,archery,1.0
./data/image/120105420220928153109.jpg,이미지 속 머리대장하목에 해당하는 동물은 뭐야?,Chrysomeloidea,infraorder,Cucujiformia,leafworm,1.0
./data/image/120210420220907144806.jpg,이미지 안 식육목에 속하는 포유류는 뭐야?,American black bear,order,Carnivora,american black bear,1.0
./data/image/115100120220720101041.jpg,이미지 내 자전거는 어느 나라의 발명품이니?,Bicycle,subject,French invention,France,1.0
./data/image/116000120220802131316.jpg,이미지 내 사람의 아강은 뭐야?,Human,subclass,Theria,Theria,1.0
./data/image/120101120220715112543.jpg,이미지 속 노린재목에 속한 매미는 어떤 동물이니?,Cicadidae,subject,Hemiptera,arthropod,1.0
./data/image/141701220220727113429.jpg,이미지 안 측백나무과에 속하는 향나무의 속은 뭐야?,Juniperus chinensis,family,Cupressaceae,Juniper,1.0
./data/image/142000920220727140915.jpg,가래나무과에 해당하는 피칸의 속은 뭐니?,Pecan,family,Juglandaceae,hickory,1.0
./data/image/120210720220913113826.jpg,이미지 안 포유류에 속하는 미국의 상징은 뭘까?,Brown bear,subject,symbol of the United States (Alaska),great bear,1.0
./data/image/121900520220907164245.jpg,이미지 안에서 식육목에 속하는 것의 아목은 뭘까?,Japanese sea lion,order,Carnivora,Caniformia,1.0
./data/image/141400720220711141105.jpg,이미지 속 속씨식물은 무엇에 해당되니?,Syringa vulgaris,family,Oleaceae,furipteridae,1.0
./data/image/110700620220706145824.jpg,이미지 속 음식을 판매하는 곳을 뭐라고 부르지?,a grocery store,UsedFor,selling food,a grocery store,1.0
./data/image/141204020220805134338.jpg,이미지 내 데이지속에 포함되는 데이지의 계는 무엇이니?,Bellis perennis,kingdom,Plant,a plant,1.0
./data/image/120210320220922141903.jpg,이미지 속 식육목에 해당하는 포유류를 뭐라고 부르지?,Eurasian lynx,order,Carnivora,lynx,1.0
./data/image/150200220220704152501.jpg,이미지 내 영장류 동물은 무엇이니?,Snowboarding,subject,Winter sports,people,1.0
./data/image/141900520221019115046.jpg,이미지 속 열대 과일은 무슨 과에 해당하니?,Morinda citrifolia,subject,Tropical fruit,Rubiaceae,1.0
./data/image/121900220220707173324.jpg,바다코끼리는 무엇에 속하는 척삭동물이니?,Walrus,phylum,Chordate,Caniformia,1.0
./data/image/120201720220818175533.jpg,이미지 안 고슴도치는 무슨 문에 속하는 한국의 포유류일까?,Amur hedgehog,subject,List of mammals of Korea,chordate,1.0
./data/image/120400220220627111546.jpg,이미지에서 파충류에 속한 동물은 뭐야?,Snake,class,Reptile,a snake,1.0
./data/image/141200720220902172154.jpg,이미지 안 아스파라거스목의 미분류문은 뭐니?,Iris sanguinea,order,Asparagales,ia genus,1.0
./data/image/141000320220711161905.jpg,이미지 속 섬유식물은 무엇에 해당될까?,Okra,subject,fiber plant,Fruit vegetables,1.0
./data/image/120101220220715132725.jpg,메뚜기는 무엇에 속하니?,Caelifera,phylum,Arthropod,arthropod,1.0
./data/image/141204020220805132453.jpg,이미지 내 국화아과에 속하는 데이지의 계는 무엇이니?,Bellis perennis,kingdom,Plant,a plant,1.0
./data/image/141000320220711162603.jpg,이미지 안 열매채소에 속한 식물은 뭐야?,Okra,subject,Vegetable,okra,1.0
./data/image/120208220220927183402.jpg,이미지 안 포유류 동물은 뭐야?,Wild boar,class,Mammal,wild boar,1.0
./data/image/140800320220711113751.jpg,이미지 속 담쟁이덩굴은 무슨 식물이야?,Parthenocissus tricuspidata,unclassified_order,Rosids,rosids,1.0
./data/image/120700220220707184034.jpg,이미지 속 자포동물은 뭐야?,Sea anemone,phylum,Cnidaria,sea anemone,1.0
./data/image/120100120220622140300.jpg,이미지 속 벌목에 속하는 곤충은 뭐야?,Ant,subject,felling,ant,1.0
./data/image/140601320220726114128.jpg,광대나물속에 해당하는 광대나물의 목은 뭐야?,Lamium amplexicaule,order,Lamiales,Lamiales,1.0
./data/image/120201020220623172837.jpg,하마는 무엇에 해당하는 동물일까?,Hippopotamus,phylum,Chordate,chordate,1.0
./data/image/120700320220707174545.jpg,이미지 내 산호는 무엇에 해당될까?,Coral,phylum,Cnidaria,Cnidaria,1.0
./data/image/114800420220720115834.jpg,이미지 속 교육인은 누구니?,Teacher,subject,Education,a teacher,1.0
./data/image/131100820220628143005.jpg,이미지 내의 광학 기기는 어느 나라의 발명품이야?,Glasses,subject,Optical instrument,italy,1.0
./data/image/141400620220711113316.jpg,이미지 속 산토끼꽃목에 속하는 식물은 뭐야?,Sambucus ebulus,order,Dipsacales,sambucus,1.0
./data/image/141201920220726170545.jpg,이미지 속 가지과에 속하는 속씨식물은 뭐야?,Solanum nigrum,subject,Solanaceae,solanum nigrum,1.0
./data/image/122100120220622174020.jpg,이미지 속 전갈은 무엇에 속하는 동물이니?,Scorpion,class,Arachnid,arachnid,1.0
./data/image/141500420220712151332.jpg,은방울꽃은 무엇에 속해?,Lily of the valley,family,Asparagaceae,Asparagaceae,1.0
./data/image/120209520220803131152.jpg,이미지 안 동물의 강은 뭐지?,Bighorn sheep,class,Mammal,Mammalia,1.0
./data/image/120202620220824160028.jpg,이미지에 있는 척삭동물이 해당하는 목은 뭐야?,Zebra,order,Odd-toed ungulate,Odd-toed ungulate,1.0
./data/image/120500720220802164027.jpg,이미지 속 동물이 해당하는 강은 뭐야?,American bullfrog,class,Amphibian,amphibians,1.0
./data/image/112300120220707112146.jpg,모노레일은 어느 나라에서 발명했니?,Monorail,subject,russian invention,russia,1.0
./data/image/130801120220805174940.jpg,이미지 안 헝가리의 발명품에 해당하는 것은 뭐야?,Ballpoint pen,subject,Hungarian invention,ballpoint pen,1.0
./data/image/120801120220715115202.jpg,이미지 안에 회유어는 무슨 부류일까?,Chum salmon,subject,Fish migration,Actinopteri,1.0
./data/image/120201620220624111829.jpg,이미지 안 사람은 무엇에 포함되는 동물이야?,Human,subphylum,Vertebrate,vertebrate,1.0
./data/image/120800520220708145322.jpg,이미지에서 산화물에 해당하는 것은 뭘까?,Water,subject,Oxide,the water,1.0
./data/image/122203420220929155650.jpg,이미지 속 오리과에 포함되는 것의 문은 뭐야?,Black swan,subject,Anatidae,chordate,1.0
./data/image/120204620220810100250.jpg,하이에나의 아목은 뭐야?,Hyena,suborder,Feliformia,Feliformia,1.0
./data/image/110102120220801155542.jpg,이미지에서 음역이 210인 목관 악기를 뭐라고 부를까?,Bassoon,subject,Woodwind instrument,bassoon,1.0
./data/image/120202420220823180307.jpg,이미지 안 인도네시아의 상징에 속하는 것은 뭘까?,Tiger,subject,Indonesia's symbol,tiger,1.0
./data/image/121100120220707130335.jpg,이미지에서 게는 무엇에 속하는 절지동물일까?,Crab,phylum,Arthropod,Brachyura,1.0
./data/image/121000120220627133355.jpg,이미지에 있는 불가사리는 무슨 동물이라고 해?,Starfish,subject,Echinoderm,echinoderm,1.0
./data/image/122500320220721165649.jpg,포유류 및 설치류에 속하는 이미지 안의 동물은 무엇이니?,Beaver,class,Mammal,beaver,1.0
./data/image/117200420220905174854.jpg,이미지 안 한국의 도예와 관련된 것은 뭘까?,Celadon,subject,Korean ceramics,celadon,1.0
./data/image/120207820220803154438.jpg,이미지 안 소목에 속한 동물은 무슨 문에 해당할까?,Dromedary,order,joiner,chordate,1.0
./data/image/133100820220722151209.jpg,이미지 속 광학 기기는 어느 나라의 발명품이니?,Glasses,subject,Optical instrument,italy,1.0
./data/image/131000420220628163001.jpg,이미지 속 컴퓨터 저장 매체는 뭐야?,Tape drive,subject,computer_storage_medium,tape player,1.0
./data/image/141400320220923130654.jpg,이미지 속 공원에 있는 원예 식물은 뭐야?,Strelitzia reginae,subject,Gardening_Plants,strelitzia reginae,1.0
./data/image/134101020220725153719.jpg,이미지 속 가톨릭 전례용품은 뭘까?,Rosary,subject,Catholic_liturgical items,rosarium,1.0
./data/image/140200320220701172230.jpg,이미지 내 박과에 속하는 덩굴식물은 뭐야?,Cucumber,subject,Cucurbitaceae,cucumber,1.0
./data/image/122203220220808111748.jpg,이미지 안 코뿔새는 어떤 상목에 해당해?,Hornbill,superorder,Neoaves,Neoaves,1.0
./data/image/120209020220802145707.jpg,이미지 속 애완견은 어느 나라의 개 품종일까?,Yorkshire Terrier,subject,british_dog_breeds,great britain,1.0
./data/image/140200720220718110840.jpg,이미지에서 메꽃과에 속하는 식용작물은 무엇이니?,Sweet potato,subject,food crops,ocarina,1.0
./data/image/122000320220708101645.jpg,지렁이는 빈모강에 속하는 무슨 동물일까?,Earthworm,subject,Annelid,Annelid,1.0
./data/image/130500420220627165042.jpg,이미지 속 기계 체조 기구는 뭐라고 부르니?,Horizontal bar,subject,mechanical_gymnastics_apparatus,bar,1.0
./data/image/110600420220714171107.jpg,이미지 내에 안경은 어떤 나라에서 발명한 광학 기기일까?,Glasses,subject,Optical instrument,italy,1.0
./data/image/132303420220808131137.jpg,이미지 내 에스프레소 머신은 어느 나리에서 발명했니?,Espresso machine,subject,italian invention,italy,1.0
./data/image/110102620220729134453.jpg,이미지에서 타악기인 중국의 발명품은 뭐지?,Bell,subject,chinese invention,specie,1.0
./data/image/141800920221018183149.jpg,이미지 내 잎채소의 목은 무엇이니?,Fennel,subject,Leaf vegetable,Apiales,1.0
./data/image/122203420220804102010.jpg,흑고니의 목은 무엇이니?,Black swan,order,Anseriformes,Anseriformes,1.0
./data/image/131000220220628172305.jpg,이미지 내 냉장고는 어느 나라의 발명품이야?,Refrigerator,subject,England's invention,england,1.0
./data/image/151300120220713160134.jpg,득점판은 무슨 장비에 속하지?,Scoreboard,subject,sports_equipment,sport,1.0
./data/image/132000220220829183221.jpg,이미지 속 사무기기에 포함되는 것은 뭐야?,File folder,subject,office equipment,file,1.0
./data/image/121100220220707135059.jpg,이미지 안 중국에서 발명한 식기는 무엇일까?,Chopsticks,subject,chinese invention,chopsticks,1.0
./data/image/151100720220713110414.jpg,이미지 속 스포츠 시설을 뭐라고 부를까?,Health club,subject,Sports_Facilities,a health club,1.0
./data/image/160600920220714171119.jpg,이미지 내 캐럭은 어느 시대의 범선이야?,Carrack,subject,Age of Discovery_Sailboat,Age of Discovery,1.0
./data/image/120200420220622162559.jpg,이미지에서 포유류에 해당하는 유인원은 무엇이야?,Human,subject,Ape,people,1.0
./data/image/120202520220627132556.jpg,이미지 속 거대동물은 어떤 목에 해당해?,Cetacea,subject,Megafauna,cetacea,1.0
./data/image/141900520221019115315.jpg,이미지 안 용담목에 해당하는 진정쌍떡잎식물은 뭘까?,Morinda citrifolia,order,Gentianales,noni,1.0
./data/image/151100720220713110214.jpg,헬스클럽은 무슨 시설에 해당될까?,Health club,subject,Sports_Facilities,Sports facility,1.0
./data/image/141800420220727113436.jpg,이미지 속 유인원에 해당하는 것의 아목은 뭐야?,Human,superfamily,Ape,Haplorhini,1.0
./data/image/120210520220907165454.jpg,이미지에서 타이의 상징에 속하는 동물은 뭘까?,Asian elephant,subject,thai symbol,indian elephant,1.0
./data/image/141400720220711132730.jpg,이미지 안에 있는 원예 식물은 어떤 미분류목에 포함되지?,Syringa vulgaris,subject,Gardening_Plants,Asterids,1.0
./data/image/210300120220926145955.jpg,이미지 안 한국 민속과 관련된 가구는 뭘까?,Folding screen,subject,Korea_Folk,a screen,1.0
./data/image/131500520220721163904.jpg,이미지 속 영국에서 발명한 생활용품은 뭘까?,Steel and tin cans,subject,british invention,canker,1.0
./data/image/110101620220811182854.jpg,이미지 내 180의 음역을 가진 트럼펫은 어떤 악기니?,Trumpet,subject,Aerophone,Aerophone,1.0
./data/image/151800720220713134747.jpg,이미지에서 유인원에 해당하는 동물은 뭐니?,Human,subject,Ape,people,1.0
./data/image/120204920220715113513.jpg,이미지 안에서 척삭동물에 해당하는 것의 강은 무엇이니?,Mongoose,class,Mammal,a mammal,1.0
./data/image/211301120220907144323.jpg,이미지 내 도예는 어느 나라의 문화와 관련 있니?,Onggi,subject,Pottery,Korea,1.0
./data/image/134300520221101160050.jpg,이미지 속 타이완의 음료에 해당하는 것은 뭘까?,Bubble tea,subject,Taiwanese drink,bubble tea,1.0
./data/image/110101720220620175351.jpg,이미지 내 현악기의 음역은 몇일까?,Violin,subject,String instrument,135 (number),1.0
./data/image/160202420220921175134.jpg,철도 선로 이미지에서 독일의 발명품에 해당하는 것은 뭘까?,a railroad track,AtLocation,a train station,streetcar,1.0
./data/image/133500420220722164645.jpg,이미지 안 주거와 관련 있는 야영 장비는 뭐야?,Tent,subject,Dwelling,tent,1.0
./data/image/120800320220708105219.jpg,이미지에서 멸치는 무엇에 속하는 동물일까?,Japanese anchovy,class,Actinopterygii,Actinopteri,1.0
./data/image/110102120220801155048.jpg,이미지에서 기명악기의 음역은 몇일까?,Bassoon,subject,Aerophone,210 (number),1.0
./data/image/130400120220809151501.jpg,이미지 속 영장상목에 해당하는 유인원은 뭐야?,Human,superfamily,Ape,people,1.0
./data/image/120104820220822115455.jpg,이미지 속 절지동물의 목은 뭐야?,Papilio xuthus,order,Lepidoptera,lepidoptera,1.0
./data/image/141204020220805140849.jpg,이미지 속 식물은 무슨 과에 해당하니?,Bellis perennis,family,Asteraceae,chrysanthemum,1.0
./data/image/122300320220907102021.jpg,이미지에서 거미강에 속하는 동물은 무엇일까?,Tarantula,class,Arachnid,tarantula,1.0
./data/image/160100720220713181442.jpg,이미지 속 아르헨티나의 발명품은 무엇이야?,Helicopter,subject,Argentinian invention,helicopter,1.0
./data/image/120206720220720132128.jpg,이미지 내 여우원숭이는 무슨 동물에 속하니?,Lemur,phylum,Chordate,chordate,1.0
